episode_id,module_version,player,name,final_money,opponent_money,won,mirror,town_centre_interval,peak_animals,peak_plants,final_hands,final_quadrants,hires,actions_total,moves,op_WATER,op_PLANT,op_HARVEST,op_FEED,op_CARE,op_COLLECT_FERTILIZER,op_FERTILIZE,op_DIG,op_BUILD,op_PLACE,op_PICKUP,op_DROP,net_WHEAT,net_CARROT,net_TOMATO,net_STRAWBERRY,net_MELON,net_EGG,net_MILK,net_WOOL,net_FERTILIZER
93792901,1.32.7,0,Rohan Jain,116517.0,52443.0,1,0,24,15,54,13,4,304,6624,3630,983,67,316,304,304,303,124,41,0,107,119,14,-298,0,0,323,114,125,213,64,176
93792901,1.32.7,1,Kanik Aggarwal,52443.0,116517.0,0,0,24,11,61,0,3,232,5880,2660,1178,142,356,173,211,313,12,36,0,17,304,0,73,75,7,131,111,0,117,50,246
