episode_id,module_version,player,name,final_money,opponent_money,won,mirror,town_centre_interval,peak_animals,peak_plants,final_hands,final_quadrants,hires,actions_total,moves,op_WATER,op_PLANT,op_HARVEST,op_FEED,op_CARE,op_COLLECT_FERTILIZER,op_FERTILIZE,op_DIG,op_BUILD,op_PLACE,op_PICKUP,op_DROP,net_WHEAT,net_CARROT,net_TOMATO,net_STRAWBERRY,net_MELON,net_EGG,net_MILK,net_WOOL,net_FERTILIZER
93383976,1.32.7,0,Rohan Jain,107680.0,116169.0,0,0,24,16,47,13,4,296,6493,3727,868,58,259,312,311,309,152,29,0,75,114,12,-310,0,0,307,84,8,165,183,156
93383976,1.32.7,1,Glenn Dalbey,116169.0,107680.0,1,0,24,13,63,0,3,284,7155,3925,1103,144,333,271,282,275,75,50,0,15,213,80,-42,0,0,227,132,0,171,119,193
